Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
5600	-6345.048	-6345.228	0.180473	0.2122112	0	0	0.04517802	0.954822	1e-06	0.045178	1e-06	1e-06	0.954822	1e-06	0.045178	0.954822
5650	-6222.18	-6222.33	0.1506927	0.2151892	0	0	0.04476684	0.9552332	1e-06	0.0447668	1e-06	1e-06	0.955233	1e-06	0.0447668	0.955233
5700	-6402.278	-6402.313	0.03549339	0.2267092	0	0	0.04626891	0.9537311	1e-06	0.0462689	1e-06	1e-06	0.953731	1e-06	0.0462689	0.953731
5750	-6641.852	-6641.851	-0.0008675743	0.2303453	0	0	0.04948968	0.9505103	1e-06	0.0494897	1e-06	1e-06	0.95051	1e-06	0.0494897	0.95051
5800	-6392.949	-6393.063	0.1142088	0.2188376	0	0	0.04458606	0.9554139	1e-06	0.0445861	1e-06	1e-06	0.955414	1e-06	0.0445861	0.955414
5850	-6458.503	-6458.559	0.05591148	0.2246674	0	0	0.04770834	0.9522917	1e-06	0.0477083	1e-06	1e-06	0.952292	1e-06	0.0477083	0.952292
5900	-6869.391	-6869.388	-0.002758171	0.2305343	0	0	0.04779647	0.9522035	1e-06	0.0477965	1e-06	1e-06	0.952204	1e-06	0.0477965	0.952204
5950	-6478.503	-6478.595	0.09196398	0.2210621	0	0	0.04456033	0.9554397	1e-06	0.0445603	1e-06	1e-06	0.95544	1e-06	0.0445603	0.95544
6000	-6179.998	-6180.156	0.1587438	0.2143841	0	0	0.04468102	0.955319	1e-06	0.044681	1e-06	1e-06	0.955319	1e-06	0.044681	0.955319
6050	-6431.287	-6431.383	0.09602909	0.2206556	0	0	0.04197121	0.9580288	1e-06	0.0419712	1e-06	1e-06	0.958029	1e-06	0.0419712	0.958029
6100	-5967.535	-5967.704	0.1688414	0.2133744	0	0	0.04134325	0.9586568	1e-06	0.0413432	1e-06	1e-06	0.958657	1e-06	0.0413432	0.958657
6150	-6223.925	-6224.153	0.2279504	0.2074635	0	0	0.04516091	0.9548391	1e-06	0.0451609	1e-06	1e-06	0.954839	1e-06	0.0451609	0.954839
6200	-6436.9	-6436.84	-0.06032689	0.2362912	0	0	0.04337121	0.9566288	1e-06	0.0433712	1e-06	1e-06	0.956629	1e-06	0.0433712	0.956629
6250	-6506.498	-6506.597	0.09960635	0.2202979	0	0	0.04691279	0.9530872	1e-06	0.0469128	1e-06	1e-06	0.953087	1e-06	0.0469128	0.953087
